,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Tue Nov 23, 10 PM - 11 PM","2,228 MW","2,071 MW",-157 MW,"15,767 MW","15,924 MW",815 tonnes,52 g/kWh,54.4%,19.5%,14.4%,11.2%,0.5%,0.0%,"8,585 MW","3,068 MW","2,275 MW","1,766 MW",73 MW,0 MW
"Wed Nov 24, 11 PM - 12 AM","1,754 MW","2,077 MW",323 MW,"15,295 MW","14,972 MW",608 tonnes,40 g/kWh,56.2%,20.6%,9.2%,13.6%,0.4%,0.0%,"8,591 MW","3,147 MW","1,410 MW","2,084 MW",63 MW,0 MW
"Wed Nov 24, 12 AM - 1 AM","1,648 MW","2,291 MW",643 MW,"14,804 MW","14,161 MW",403 tonnes,27 g/kWh,58.0%,19.7%,6.0%,15.8%,0.4%,0.0%,"8,589 MW","2,921 MW",890 MW,"2,345 MW",59 MW,0 MW
"Wed Nov 24, 1 AM - 2 AM","1,305 MW","2,212 MW",907 MW,"14,682 MW","13,775 MW",346 tonnes,24 g/kWh,58.5%,18.9%,5.1%,17.1%,0.4%,0.0%,"8,594 MW","2,771 MW",752 MW,"2,506 MW",59 MW,0 MW
"Wed Nov 24, 2 AM - 3 AM",790 MW,"2,063 MW","1,273 MW","14,749 MW","13,476 MW",328 tonnes,22 g/kWh,58.3%,20.0%,4.8%,16.5%,0.4%,0.0%,"8,600 MW","2,956 MW",703 MW,"2,432 MW",58 MW,0 MW
"Wed Nov 24, 3 AM - 4 AM",470 MW,"2,079 MW","1,609 MW","15,080 MW","13,471 MW",357 tonnes,24 g/kWh,57.0%,19.4%,5.2%,18.0%,0.4%,0.0%,"8,600 MW","2,932 MW",778 MW,"2,712 MW",58 MW,0 MW
"Wed Nov 24, 4 AM - 5 AM","1,024 MW","2,587 MW","1,563 MW","15,126 MW","13,563 MW",494 tonnes,33 g/kWh,56.8%,19.1%,7.5%,16.2%,0.4%,0.0%,"8,598 MW","2,884 MW","1,131 MW","2,455 MW",58 MW,0 MW
"Wed Nov 24, 5 AM - 6 AM","1,367 MW","2,680 MW","1,313 MW","15,481 MW","14,168 MW",672 tonnes,43 g/kWh,55.6%,18.4%,10.2%,15.5%,0.4%,0.0%,"8,601 MW","2,841 MW","1,582 MW","2,395 MW",62 MW,0 MW
"Wed Nov 24, 6 AM - 7 AM",105 MW,"1,981 MW","1,876 MW","17,281 MW","15,405 MW",796 tonnes,46 g/kWh,49.9%,18.6%,10.9%,20.2%,0.4%,0.0%,"8,621 MW","3,210 MW","1,887 MW","3,492 MW",71 MW,0 MW
"Wed Nov 24, 7 AM - 8 AM",363 MW,"2,508 MW","2,145 MW","18,701 MW","16,556 MW",975 tonnes,52 g/kWh,46.1%,20.9%,12.2%,20.4%,0.4%,0.0%,"8,620 MW","3,901 MW","2,279 MW","3,821 MW",74 MW,6 MW
"Wed Nov 24, 8 AM - 9 AM",351 MW,"2,541 MW","2,190 MW","18,820 MW","16,630 MW",965 tonnes,51 g/kWh,45.8%,21.1%,11.9%,20.4%,0.4%,0.4%,"8,617 MW","3,964 MW","2,247 MW","3,842 MW",74 MW,76 MW
"Wed Nov 24, 9 AM - 10 AM",953 MW,"2,584 MW","1,631 MW","17,674 MW","16,043 MW",627 tonnes,35 g/kWh,48.7%,21.0%,8.5%,20.4%,0.4%,1.0%,"8,612 MW","3,712 MW","1,496 MW","3,612 MW",74 MW,168 MW
"Wed Nov 24, 10 AM - 11 AM",410 MW,"2,574 MW","2,164 MW","17,879 MW","15,715 MW",662 tonnes,37 g/kWh,48.2%,21.0%,9.0%,20.2%,0.4%,1.2%,"8,615 MW","3,751 MW","1,606 MW","3,616 MW",74 MW,217 MW
"Wed Nov 24, 11 AM - 12 PM",89 MW,"2,501 MW","2,412 MW","18,066 MW","15,654 MW",717 tonnes,40 g/kWh,47.7%,20.7%,9.7%,20.3%,0.4%,1.3%,"8,614 MW","3,737 MW","1,746 MW","3,662 MW",74 MW,233 MW
"Wed Nov 24, 12 PM - 1 PM",142 MW,"2,428 MW","2,286 MW","17,914 MW","15,628 MW",620 tonnes,35 g/kWh,48.1%,21.0%,8.5%,20.8%,0.4%,1.3%,"8,616 MW","3,754 MW","1,525 MW","3,720 MW",73 MW,226 MW
"Wed Nov 24, 1 PM - 2 PM",561 MW,"2,816 MW","2,255 MW","17,931 MW","15,676 MW",562 tonnes,31 g/kWh,48.0%,21.2%,7.8%,21.5%,0.4%,1.1%,"8,614 MW","3,803 MW","1,391 MW","3,848 MW",73 MW,202 MW
"Wed Nov 24, 2 PM - 3 PM","1,222 MW","3,009 MW","1,787 MW","18,024 MW","16,237 MW",684 tonnes,38 g/kWh,47.8%,23.2%,9.4%,18.6%,0.4%,0.6%,"8,612 MW","4,176 MW","1,690 MW","3,358 MW",73 MW,115 MW
"Wed Nov 24, 3 PM - 4 PM","1,669 MW","2,781 MW","1,112 MW","17,680 MW","16,568 MW",603 tonnes,34 g/kWh,48.7%,22.2%,8.3%,20.2%,0.4%,0.2%,"8,605 MW","3,925 MW","1,462 MW","3,573 MW",74 MW,41 MW
"Wed Nov 24, 4 PM - 5 PM","2,224 MW","2,663 MW",439 MW,"17,795 MW","17,356 MW",648 tonnes,36 g/kWh,48.4%,22.7%,8.7%,19.8%,0.4%,0.0%,"8,608 MW","4,031 MW","1,548 MW","3,530 MW",72 MW,6 MW
"Wed Nov 24, 5 PM - 6 PM","2,117 MW","2,979 MW",862 MW,"18,984 MW","18,122 MW",741 tonnes,39 g/kWh,45.4%,24.3%,9.1%,20.8%,0.4%,0.0%,"8,610 MW","4,619 MW","1,736 MW","3,945 MW",74 MW,0 MW
"Wed Nov 24, 6 PM - 7 PM","2,291 MW","2,880 MW",589 MW,"18,289 MW","17,700 MW",619 tonnes,34 g/kWh,47.1%,23.0%,7.7%,21.8%,0.4%,0.0%,"8,607 MW","4,199 MW","1,416 MW","3,993 MW",74 MW,0 MW
"Wed Nov 24, 7 PM - 8 PM","2,273 MW","2,442 MW",169 MW,"17,503 MW","17,334 MW",365 tonnes,21 g/kWh,49.2%,23.1%,4.6%,22.8%,0.4%,0.0%,"8,608 MW","4,035 MW",800 MW,"3,986 MW",74 MW,0 MW
"Wed Nov 24, 8 PM - 9 PM","2,213 MW","2,302 MW",89 MW,"17,047 MW","16,958 MW",319 tonnes,19 g/kWh,50.5%,22.0%,3.9%,23.2%,0.4%,0.0%,"8,608 MW","3,750 MW",660 MW,"3,955 MW",74 MW,0 MW
"Wed Nov 24, 9 PM - 10 PM","1,975 MW","2,333 MW",358 MW,"16,563 MW","16,205 MW",216 tonnes,13 g/kWh,52.0%,21.7%,2.4%,23.4%,0.4%,0.0%,"8,606 MW","3,600 MW",404 MW,"3,879 MW",74 MW,0 MW
"Wed Nov 24, 10 PM - 11 PM","1,593 MW","2,353 MW",760 MW,"15,885 MW","15,125 MW",116 tonnes,7 g/kWh,54.2%,20.8%,1.2%,23.4%,0.5%,0.0%,"8,603 MW","3,307 MW",186 MW,"3,716 MW",73 MW,0 MW
"Thu Nov 25, 11 PM - 12 AM","1,201 MW","2,445 MW","1,244 MW","15,464 MW","14,220 MW",99 tonnes,6 g/kWh,55.6%,20.4%,1.0%,22.5%,0.4%,0.0%,"8,605 MW","3,161 MW",159 MW,"3,476 MW",63 MW,0 MW
"Thu Nov 25, 12 AM - 1 AM",224 MW,"2,099 MW","1,875 MW","15,436 MW","13,561 MW",125 tonnes,8 g/kWh,55.8%,20.3%,1.3%,22.2%,0.4%,0.0%,"8,608 MW","3,141 MW",200 MW,"3,429 MW",58 MW,0 MW
"Thu Nov 25, 1 AM - 2 AM",102 MW,"2,317 MW","2,215 MW","15,296 MW","13,081 MW",106 tonnes,7 g/kWh,56.3%,19.9%,1.1%,22.3%,0.4%,0.0%,"8,604 MW","3,049 MW",169 MW,"3,417 MW",57 MW,0 MW
"Thu Nov 25, 2 AM - 3 AM",102 MW,"2,373 MW","2,271 MW","15,228 MW","12,957 MW",92 tonnes,6 g/kWh,56.6%,20.2%,1.0%,21.9%,0.4%,0.0%,"8,613 MW","3,074 MW",152 MW,"3,333 MW",56 MW,0 MW
"Thu Nov 25, 3 AM - 4 AM",203 MW,"2,443 MW","2,240 MW","15,128 MW","12,888 MW",147 tonnes,10 g/kWh,56.9%,19.8%,2.6%,20.3%,0.4%,0.0%,"8,615 MW","2,991 MW",398 MW,"3,068 MW",56 MW,0 MW
"Thu Nov 25, 4 AM - 5 AM",231 MW,"2,351 MW","2,120 MW","15,180 MW","13,060 MW",334 tonnes,22 g/kWh,56.8%,19.9%,6.1%,16.9%,0.4%,0.0%,"8,615 MW","3,020 MW",928 MW,"2,561 MW",56 MW,0 MW
"Thu Nov 25, 5 AM - 6 AM",421 MW,"2,210 MW","1,789 MW","15,456 MW","13,667 MW",477 tonnes,31 g/kWh,55.7%,20.0%,9.7%,14.2%,0.4%,0.0%,"8,614 MW","3,088 MW","1,504 MW","2,192 MW",58 MW,0 MW
"Thu Nov 25, 6 AM - 7 AM","1,184 MW","2,362 MW","1,178 MW","16,022 MW","14,844 MW",640 tonnes,40 g/kWh,53.7%,21.4%,13.1%,11.3%,0.4%,0.0%,"8,611 MW","3,428 MW","2,105 MW","1,808 MW",70 MW,0 MW
"Thu Nov 25, 7 AM - 8 AM","1,891 MW","2,338 MW",447 MW,"16,574 MW","16,127 MW",705 tonnes,43 g/kWh,51.9%,24.8%,13.8%,9.1%,0.4%,0.0%,"8,607 MW","4,109 MW","2,279 MW","1,506 MW",73 MW,0 MW
"Thu Nov 25, 8 AM - 9 AM","1,992 MW","2,138 MW",146 MW,"16,924 MW","16,778 MW",818 tonnes,48 g/kWh,50.8%,25.3%,15.7%,7.8%,0.4%,0.0%,"8,605 MW","4,276 MW","2,653 MW","1,314 MW",73 MW,3 MW
"Thu Nov 25, 9 AM - 10 AM","1,979 MW","1,785 MW",-194 MW,"16,829 MW","17,023 MW",824 tonnes,49 g/kWh,51.1%,24.7%,15.7%,7.9%,0.4%,0.1%,"8,604 MW","4,163 MW","2,647 MW","1,331 MW",73 MW,11 MW
"Thu Nov 25, 10 AM - 11 AM","1,994 MW","1,975 MW",-19 MW,"17,126 MW","17,145 MW",893 tonnes,52 g/kWh,50.2%,25.3%,16.9%,7.0%,0.4%,0.1%,"8,605 MW","4,340 MW","2,895 MW","1,195 MW",74 MW,17 MW
"Thu Nov 25, 11 AM - 12 PM","1,868 MW","2,136 MW",268 MW,"17,456 MW","17,188 MW",999 tonnes,57 g/kWh,49.3%,25.4%,18.8%,6.1%,0.4%,0.1%,"8,604 MW","4,430 MW","3,273 MW","1,058 MW",74 MW,17 MW
"Thu Nov 25, 12 PM - 1 PM","1,816 MW","1,883 MW",67 MW,"17,455 MW","17,388 MW","1,069 tonnes",61 g/kWh,49.3%,24.6%,19.5%,6.1%,0.4%,0.1%,"8,601 MW","4,297 MW","3,404 MW","1,067 MW",73 MW,13 MW
"Thu Nov 25, 1 PM - 2 PM","1,753 MW","1,704 MW",-49 MW,"17,308 MW","17,357 MW","1,003 tonnes",58 g/kWh,49.7%,24.7%,18.9%,6.3%,0.4%,0.1%,"8,600 MW","4,272 MW","3,270 MW","1,082 MW",74 MW,10 MW
"Thu Nov 25, 2 PM - 3 PM","1,742 MW","1,659 MW",-83 MW,"17,235 MW","17,318 MW",985 tonnes,57 g/kWh,49.9%,24.3%,18.7%,6.7%,0.4%,0.0%,"8,596 MW","4,182 MW","3,226 MW","1,152 MW",74 MW,5 MW
"Thu Nov 25, 3 PM - 4 PM","1,750 MW","1,739 MW",-11 MW,"17,425 MW","17,436 MW",956 tonnes,55 g/kWh,49.4%,25.2%,18.1%,6.9%,0.4%,0.0%,"8,602 MW","4,394 MW","3,146 MW","1,209 MW",74 MW,0 MW
"Thu Nov 25, 4 PM - 5 PM","1,739 MW","1,679 MW",-60 MW,"17,845 MW","17,905 MW",969 tonnes,54 g/kWh,48.2%,28.0%,17.5%,5.8%,0.4%,0.0%,"8,609 MW","5,001 MW","3,128 MW","1,033 MW",74 MW,0 MW
"Thu Nov 25, 5 PM - 6 PM","1,913 MW","1,336 MW",-577 MW,"17,932 MW","18,509 MW",955 tonnes,53 g/kWh,48.0%,29.4%,16.3%,5.9%,0.4%,0.0%,"8,607 MW","5,267 MW","2,926 MW","1,058 MW",74 MW,0 MW
"Thu Nov 25, 6 PM - 7 PM","1,769 MW","1,579 MW",-190 MW,"17,672 MW","17,862 MW",817 tonnes,46 g/kWh,48.7%,27.1%,13.9%,9.9%,0.4%,0.0%,"8,607 MW","4,788 MW","2,455 MW","1,748 MW",74 MW,0 MW
"Thu Nov 25, 7 PM - 8 PM","1,698 MW","1,591 MW",-107 MW,"17,162 MW","17,269 MW",489 tonnes,28 g/kWh,50.2%,26.6%,9.8%,12.9%,0.4%,0.0%,"8,613 MW","4,572 MW","1,690 MW","2,213 MW",74 MW,0 MW
"Thu Nov 25, 8 PM - 9 PM","2,181 MW","1,588 MW",-593 MW,"16,431 MW","17,024 MW",387 tonnes,24 g/kWh,52.4%,21.3%,8.7%,17.2%,0.5%,0.0%,"8,608 MW","3,497 MW","1,426 MW","2,826 MW",74 MW,0 MW
"Thu Nov 25, 9 PM - 10 PM","2,271 MW","1,648 MW",-623 MW,"15,616 MW","16,239 MW",215 tonnes,14 g/kWh,55.1%,20.8%,4.1%,19.5%,0.5%,0.0%,"8,610 MW","3,248 MW",634 MW,"3,050 MW",74 MW,0 MW
"Thu Nov 25, 10 PM - 11 PM","1,527 MW","1,604 MW",77 MW,"15,388 MW","15,311 MW",112 tonnes,7 g/kWh,56.0%,20.8%,1.3%,21.4%,0.5%,0.0%,"8,618 MW","3,205 MW",193 MW,"3,298 MW",74 MW,0 MW
"Fri Nov 26, 11 PM - 12 AM","1,610 MW","2,387 MW",777 MW,"15,188 MW","14,411 MW",98 tonnes,6 g/kWh,56.7%,20.1%,1.0%,21.7%,0.4%,0.0%,"8,617 MW","3,052 MW",156 MW,"3,299 MW",64 MW,0 MW
"Fri Nov 26, 12 AM - 1 AM","1,583 MW","2,985 MW","1,402 MW","15,070 MW","13,668 MW",98 tonnes,6 g/kWh,57.2%,19.2%,1.0%,22.2%,0.4%,0.0%,"8,618 MW","2,891 MW",156 MW,"3,347 MW",58 MW,0 MW
"Fri Nov 26, 1 AM - 2 AM",774 MW,"2,791 MW","2,017 MW","15,193 MW","13,176 MW",97 tonnes,6 g/kWh,56.8%,18.7%,1.0%,23.1%,0.4%,0.0%,"8,623 MW","2,848 MW",155 MW,"3,510 MW",57 MW,0 MW
"Fri Nov 26, 2 AM - 3 AM",317 MW,"2,699 MW","2,382 MW","15,361 MW","12,979 MW",102 tonnes,7 g/kWh,56.2%,18.4%,1.1%,23.9%,0.4%,0.0%,"8,626 MW","2,833 MW",168 MW,"3,677 MW",57 MW,0 MW
"Fri Nov 26, 3 AM - 4 AM",294 MW,"2,919 MW","2,625 MW","15,573 MW","12,948 MW",107 tonnes,7 g/kWh,55.4%,19.3%,1.2%,23.8%,0.4%,0.0%,"8,628 MW","3,008 MW",181 MW,"3,700 MW",56 MW,0 MW
"Fri Nov 26, 4 AM - 5 AM",458 MW,"2,808 MW","2,350 MW","15,577 MW","13,227 MW",122 tonnes,8 g/kWh,55.4%,18.9%,1.4%,24.0%,0.4%,0.0%,"8,624 MW","2,944 MW",218 MW,"3,734 MW",57 MW,0 MW
"Fri Nov 26, 5 AM - 6 AM","1,042 MW","2,654 MW","1,612 MW","15,508 MW","13,896 MW",143 tonnes,9 g/kWh,55.2%,19.7%,1.7%,22.9%,0.4%,0.0%,"8,564 MW","3,059 MW",270 MW,"3,555 MW",60 MW,0 MW
"Fri Nov 26, 6 AM - 7 AM","1,249 MW","2,237 MW",988 MW,"16,039 MW","15,051 MW",241 tonnes,15 g/kWh,53.3%,21.4%,3.2%,21.6%,0.4%,0.0%,"8,551 MW","3,432 MW",519 MW,"3,468 MW",69 MW,0 MW
"Fri Nov 26, 7 AM - 8 AM","1,735 MW","2,020 MW",285 MW,"16,581 MW","16,296 MW",246 tonnes,15 g/kWh,51.6%,22.4%,3.2%,22.4%,0.4%,0.0%,"8,550 MW","3,715 MW",530 MW,"3,711 MW",74 MW,1 MW
"Fri Nov 26, 8 AM - 9 AM","2,302 MW","2,083 MW",-219 MW,"16,670 MW","16,889 MW",247 tonnes,15 g/kWh,51.3%,22.8%,3.2%,22.1%,0.4%,0.1%,"8,547 MW","3,803 MW",533 MW,"3,692 MW",74 MW,21 MW
"Fri Nov 26, 9 AM - 10 AM","2,025 MW","2,056 MW",31 MW,"16,731 MW","16,700 MW",125 tonnes,7 g/kWh,51.1%,24.7%,1.3%,22.2%,0.4%,0.2%,"8,542 MW","4,138 MW",225 MW,"3,722 MW",74 MW,30 MW
"Fri Nov 26, 10 AM - 11 AM","1,884 MW","2,128 MW",244 MW,"16,930 MW","16,686 MW",249 tonnes,15 g/kWh,50.5%,23.7%,2.8%,22.3%,0.4%,0.2%,"8,546 MW","4,012 MW",481 MW,"3,778 MW",74 MW,39 MW
"Fri Nov 26, 11 AM - 12 PM","2,224 MW","2,354 MW",130 MW,"16,957 MW","16,827 MW",302 tonnes,18 g/kWh,50.4%,24.3%,3.6%,21.0%,0.4%,0.3%,"8,542 MW","4,116 MW",615 MW,"3,565 MW",74 MW,45 MW
"Fri Nov 26, 12 PM - 1 PM","2,369 MW","2,359 MW",-10 MW,"17,286 MW","17,296 MW",388 tonnes,22 g/kWh,49.4%,24.1%,4.9%,20.9%,0.4%,0.3%,"8,538 MW","4,168 MW",848 MW,"3,610 MW",74 MW,48 MW
"Fri Nov 26, 1 PM - 2 PM","2,289 MW","2,181 MW",-108 MW,"17,393 MW","17,501 MW",567 tonnes,33 g/kWh,49.1%,23.5%,7.6%,19.1%,0.4%,0.2%,"8,545 MW","4,081 MW","1,323 MW","3,327 MW",75 MW,42 MW
"Fri Nov 26, 2 PM - 3 PM","1,946 MW","1,941 MW",-5 MW,"17,599 MW","17,604 MW",575 tonnes,33 g/kWh,48.6%,23.2%,7.8%,19.9%,0.3%,0.3%,"8,550 MW","4,075 MW","1,375 MW","3,503 MW",45 MW,51 MW
"Fri Nov 26, 3 PM - 4 PM","1,701 MW","1,998 MW",297 MW,"17,751 MW","17,454 MW",596 tonnes,34 g/kWh,48.2%,23.6%,8.0%,19.9%,0.2%,0.1%,"8,551 MW","4,190 MW","1,428 MW","3,535 MW",27 MW,20 MW
"Fri Nov 26, 4 PM - 5 PM","2,011 MW","1,915 MW",-96 MW,"17,918 MW","18,014 MW",733 tonnes,41 g/kWh,47.7%,25.5%,9.5%,16.9%,0.3%,0.0%,"8,549 MW","4,578 MW","1,704 MW","3,036 MW",50 MW,1 MW
"Fri Nov 26, 5 PM - 6 PM","2,081 MW","2,195 MW",114 MW,"18,731 MW","18,617 MW",749 tonnes,40 g/kWh,45.8%,28.7%,9.3%,15.8%,0.4%,0.0%,"8,572 MW","5,372 MW","1,746 MW","2,966 MW",75 MW,0 MW
"Fri Nov 26, 6 PM - 7 PM","2,260 MW","2,344 MW",84 MW,"18,356 MW","18,272 MW",759 tonnes,41 g/kWh,46.9%,28.2%,9.5%,15.0%,0.4%,0.0%,"8,610 MW","5,175 MW","1,751 MW","2,745 MW",75 MW,0 MW
"Fri Nov 26, 7 PM - 8 PM","2,406 MW","2,274 MW",-132 MW,"17,869 MW","18,001 MW",762 tonnes,43 g/kWh,48.2%,28.0%,9.8%,13.6%,0.4%,0.0%,"8,613 MW","5,003 MW","1,754 MW","2,424 MW",75 MW,0 MW
"Fri Nov 26, 8 PM - 9 PM","2,084 MW","2,114 MW",30 MW,"17,716 MW","17,686 MW",967 tonnes,55 g/kWh,48.6%,26.6%,12.5%,11.8%,0.4%,0.0%,"8,609 MW","4,713 MW","2,223 MW","2,096 MW",75 MW,0 MW
"Fri Nov 26, 9 PM - 10 PM","2,477 MW","1,955 MW",-522 MW,"16,647 MW","17,169 MW",960 tonnes,58 g/kWh,51.7%,23.9%,13.1%,10.9%,0.4%,0.0%,"8,606 MW","3,973 MW","2,186 MW","1,808 MW",74 MW,0 MW
"Fri Nov 26, 10 PM - 11 PM","2,412 MW","1,847 MW",-565 MW,"15,712 MW","16,277 MW",852 tonnes,54 g/kWh,54.8%,22.7%,11.9%,10.2%,0.5%,0.0%,"8,614 MW","3,559 MW","1,863 MW","1,602 MW",74 MW,0 MW
"Sat Nov 27, 11 PM - 12 AM","2,481 MW","1,908 MW",-573 MW,"14,782 MW","15,355 MW",557 tonnes,38 g/kWh,58.3%,23.2%,7.7%,10.4%,0.4%,0.0%,"8,615 MW","3,433 MW","1,144 MW","1,530 MW",60 MW,0 MW
"Sat Nov 27, 12 AM - 1 AM","2,372 MW","2,104 MW",-268 MW,"14,278 MW","14,546 MW",432 tonnes,30 g/kWh,60.4%,23.4%,5.6%,10.2%,0.3%,0.0%,"8,620 MW","3,345 MW",806 MW,"1,459 MW",48 MW,0 MW
"Sat Nov 27, 1 AM - 2 AM","1,910 MW","2,201 MW",291 MW,"14,273 MW","13,982 MW",455 tonnes,32 g/kWh,60.4%,23.9%,6.0%,9.4%,0.3%,0.0%,"8,619 MW","3,409 MW",855 MW,"1,343 MW",47 MW,0 MW
"Sat Nov 27, 2 AM - 3 AM","1,943 MW","2,420 MW",477 MW,"14,195 MW","13,718 MW",503 tonnes,35 g/kWh,60.7%,23.9%,6.8%,8.2%,0.3%,0.0%,"8,623 MW","3,399 MW",964 MW,"1,161 MW",48 MW,0 MW
"Sat Nov 27, 3 AM - 4 AM","1,836 MW","2,287 MW",451 MW,"14,106 MW","13,655 MW",563 tonnes,40 g/kWh,61.1%,23.8%,7.9%,6.9%,0.3%,0.0%,"8,620 MW","3,358 MW","1,114 MW",967 MW,47 MW,0 MW
"Sat Nov 27, 4 AM - 5 AM","1,782 MW","2,252 MW",470 MW,"14,285 MW","13,815 MW",660 tonnes,46 g/kWh,60.4%,23.5%,9.5%,6.3%,0.3%,0.0%,"8,622 MW","3,364 MW","1,357 MW",894 MW,48 MW,0 MW
"Sat Nov 27, 5 AM - 6 AM","1,692 MW","2,243 MW",551 MW,"14,587 MW","14,036 MW",766 tonnes,53 g/kWh,59.1%,23.7%,11.4%,5.5%,0.3%,0.0%,"8,621 MW","3,457 MW","1,662 MW",800 MW,47 MW,0 MW
"Sat Nov 27, 6 AM - 7 AM","1,723 MW","2,259 MW",536 MW,"15,091 MW","14,555 MW",789 tonnes,52 g/kWh,57.1%,26.4%,11.8%,4.4%,0.3%,0.0%,"8,622 MW","3,979 MW","1,784 MW",659 MW,47 MW,0 MW
"Sat Nov 27, 7 AM - 8 AM","1,974 MW","2,287 MW",313 MW,"15,593 MW","15,280 MW",923 tonnes,59 g/kWh,55.3%,27.6%,13.4%,3.5%,0.3%,0.0%,"8,618 MW","4,301 MW","2,083 MW",538 MW,47 MW,6 MW
"Sat Nov 27, 8 AM - 9 AM","2,113 MW","2,110 MW",-3 MW,"15,854 MW","15,857 MW",988 tonnes,62 g/kWh,54.3%,27.7%,14.0%,3.4%,0.3%,0.3%,"8,613 MW","4,387 MW","2,218 MW",532 MW,49 MW,55 MW
"Sat Nov 27, 9 AM - 10 AM","2,076 MW","2,241 MW",165 MW,"16,165 MW","16,000 MW","1,240 tonnes",77 g/kWh,53.3%,25.8%,17.2%,2.6%,0.3%,0.8%,"8,610 MW","4,173 MW","2,783 MW",422 MW,47 MW,130 MW
"Sat Nov 27, 10 AM - 11 AM","2,284 MW","2,148 MW",-136 MW,"15,969 MW","16,105 MW","1,242 tonnes",78 g/kWh,53.9%,24.9%,17.6%,1.9%,0.3%,1.3%,"8,615 MW","3,983 MW","2,805 MW",309 MW,47 MW,210 MW
"Sat Nov 27, 11 AM - 12 PM","2,234 MW","2,555 MW",321 MW,"16,477 MW","16,156 MW","1,464 tonnes",89 g/kWh,52.3%,23.6%,20.3%,1.9%,0.3%,1.6%,"8,615 MW","3,886 MW","3,351 MW",311 MW,47 MW,267 MW
"Sat Nov 27, 12 PM - 1 PM","2,231 MW","2,266 MW",35 MW,"16,172 MW","16,137 MW","1,232 tonnes",76 g/kWh,53.3%,23.9%,17.7%,3.0%,0.3%,1.8%,"8,614 MW","3,872 MW","2,855 MW",493 MW,47 MW,291 MW
"Sat Nov 27, 1 PM - 2 PM","2,253 MW","2,062 MW",-191 MW,"15,872 MW","16,063 MW","1,090 tonnes",69 g/kWh,54.2%,24.3%,16.2%,3.4%,0.3%,1.5%,"8,607 MW","3,849 MW","2,578 MW",545 MW,48 MW,245 MW
"Sat Nov 27, 2 PM - 3 PM","2,305 MW","1,775 MW",-530 MW,"15,599 MW","16,129 MW",997 tonnes,64 g/kWh,55.2%,25.0%,15.6%,2.9%,0.3%,1.0%,"8,606 MW","3,900 MW","2,440 MW",451 MW,47 MW,155 MW
"Sat Nov 27, 3 PM - 4 PM","2,368 MW","1,883 MW",-485 MW,"16,133 MW","16,618 MW","1,072 tonnes",66 g/kWh,53.4%,26.9%,17.3%,1.8%,0.3%,0.3%,"8,610 MW","4,343 MW","2,799 MW",283 MW,47 MW,51 MW
"Sat Nov 27, 4 PM - 5 PM","1,777 MW","1,818 MW",41 MW,"17,461 MW","17,420 MW","1,424 tonnes",82 g/kWh,49.3%,27.7%,21.0%,1.6%,0.3%,0.0%,"8,617 MW","4,840 MW","3,672 MW",281 MW,47 MW,4 MW
"Sat Nov 27, 5 PM - 6 PM","2,607 MW","2,395 MW",-212 MW,"18,021 MW","18,233 MW","1,508 tonnes",84 g/kWh,47.8%,27.8%,22.0%,2.1%,0.3%,0.0%,"8,616 MW","5,012 MW","3,960 MW",386 MW,47 MW,0 MW
"Sat Nov 27, 6 PM - 7 PM","2,208 MW","2,162 MW",-46 MW,"17,865 MW","17,911 MW","1,417 tonnes",79 g/kWh,48.2%,28.0%,20.5%,3.0%,0.3%,0.0%,"8,614 MW","5,011 MW","3,654 MW",539 MW,47 MW,0 MW
"Sat Nov 27, 7 PM - 8 PM","2,209 MW","2,327 MW",118 MW,"17,597 MW","17,479 MW","1,363 tonnes",77 g/kWh,49.0%,27.8%,19.8%,3.1%,0.3%,0.0%,"8,619 MW","4,897 MW","3,482 MW",552 MW,47 MW,0 MW
"Sat Nov 27, 8 PM - 9 PM","2,264 MW","1,992 MW",-272 MW,"16,740 MW","17,012 MW","1,211 tonnes",72 g/kWh,51.5%,26.7%,18.7%,2.8%,0.3%,0.0%,"8,616 MW","4,477 MW","3,131 MW",469 MW,47 MW,0 MW
"Sat Nov 27, 9 PM - 10 PM","2,232 MW","2,338 MW",106 MW,"16,490 MW","16,384 MW","1,261 tonnes",76 g/kWh,52.3%,26.8%,18.4%,2.3%,0.3%,0.0%,"8,617 MW","4,415 MW","3,030 MW",381 MW,47 MW,0 MW
"Sat Nov 27, 10 PM - 11 PM","2,248 MW","2,162 MW",-86 MW,"15,724 MW","15,810 MW","1,254 tonnes",80 g/kWh,54.8%,24.6%,18.4%,1.9%,0.3%,0.0%,"8,621 MW","3,874 MW","2,889 MW",292 MW,48 MW,0 MW
"Sun Nov 28, 11 PM - 12 AM","2,260 MW","2,214 MW",-46 MW,"14,986 MW","15,032 MW","1,084 tonnes",72 g/kWh,57.5%,23.8%,16.5%,1.8%,0.3%,0.0%,"8,622 MW","3,571 MW","2,478 MW",268 MW,47 MW,0 MW
"Sun Nov 28, 12 AM - 1 AM","2,289 MW","1,591 MW",-698 MW,"13,737 MW","14,435 MW",662 tonnes,48 g/kWh,62.8%,24.6%,10.3%,2.0%,0.3%,0.0%,"8,621 MW","3,381 MW","1,416 MW",272 MW,47 MW,0 MW
